Group,NS,Type,Attribute
o,"https://adwords.google.com/api/adwords/o/v201008",AdGroupEstimate,adGroupId
o,"https://adwords.google.com/api/adwords/o/v201008",AdGroupEstimate,keywordEstimates
o,"https://adwords.google.com/api/adwords/o/v201008",AdGroupEstimateRequest,adGroupId
o,"https://adwords.google.com/api/adwords/o/v201008",AdGroupEstimateRequest,keywordEstimateRequests
o,"https://adwords.google.com/api/adwords/o/v201008",AdGroupEstimateRequest,maxCpc
o,"https://adwords.google.com/api/adwords/o/v201008",CampaignEstimate,campaignId
o,"https://adwords.google.com/api/adwords/o/v201008",CampaignEstimate,adGroupEstimates
o,"https://adwords.google.com/api/adwords/o/v201008",CampaignEstimateRequest,campaignId
o,"https://adwords.google.com/api/adwords/o/v201008",CampaignEstimateRequest,adGroupEstimateRequests
o,"https://adwords.google.com/api/adwords/o/v201008",CampaignEstimateRequest,targets
o,"https://adwords.google.com/api/adwords/o/v201008",Estimate,Estimate_Type
o,"https://adwords.google.com/api/adwords/o/v201008",EstimateRequest,EstimateRequest_Type
o,"https://adwords.google.com/api/adwords/o/v201008",KeywordEstimate,criterionId
o,"https://adwords.google.com/api/adwords/o/v201008",KeywordEstimate,min
o,"https://adwords.google.com/api/adwords/o/v201008",KeywordEstimate,max
o,"https://adwords.google.com/api/adwords/o/v201008",KeywordEstimateRequest,keyword
o,"https://adwords.google.com/api/adwords/o/v201008",KeywordEstimateRequest,maxCpc
o,"https://adwords.google.com/api/adwords/o/v201008",StatsEstimate,averageCpc
o,"https://adwords.google.com/api/adwords/o/v201008",StatsEstimate,averagePosition
o,"https://adwords.google.com/api/adwords/o/v201008",StatsEstimate,clicks
o,"https://adwords.google.com/api/adwords/o/v201008",StatsEstimate,totalCost
o,"https://adwords.google.com/api/adwords/o/v201008",TrafficEstimatorResult,campaignEstimates
o,"https://adwords.google.com/api/adwords/o/v201101",AdFormatSpec,format
o,"https://adwords.google.com/api/adwords/o/v201101",AdFormatSpecListAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",AdShareSearchParameter,operation
o,"https://adwords.google.com/api/adwords/o/v201101",AdTypeSearchParameter,adTypes
o,"https://adwords.google.com/api/adwords/o/v201101",Attribute,Attribute_Type
o,"https://adwords.google.com/api/adwords/o/v201101",AverageTargetedMonthlySearchesSearchParameter,operation
o,"https://adwords.google.com/api/adwords/o/v201101",BidLandscapeAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",BooleanAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",CompetitionSearchParameter,levels
o,"https://adwords.google.com/api/adwords/o/v201101",CountryTargetSearchParameter,countryTargets
o,"https://adwords.google.com/api/adwords/o/v201101",CriterionAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",DeviceTypeSearchParameter,deviceType
o,"https://adwords.google.com/api/adwords/o/v201101",DoubleAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",ExcludedKeywordSearchParameter,keywords
o,"https://adwords.google.com/api/adwords/o/v201101",GlobalMonthlySearchesSearchParameter,operation
o,"https://adwords.google.com/api/adwords/o/v201101",IdeaTextMatchesSearchParameter,included
o,"https://adwords.google.com/api/adwords/o/v201101",IdeaTextMatchesSearchParameter,excluded
o,"https://adwords.google.com/api/adwords/o/v201101",IdeaTextMatchesSearchParameter,priorityAction
o,"https://adwords.google.com/api/adwords/o/v201101",IdeaTypeAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",InStreamAdInfo,maxAdDuration
o,"https://adwords.google.com/api/adwords/o/v201101",InStreamAdInfo,minAdDuration
o,"https://adwords.google.com/api/adwords/o/v201101",InStreamAdInfo,medianAdDuration
o,"https://adwords.google.com/api/adwords/o/v201101",InStreamAdInfo,preRollPercent
o,"https://adwords.google.com/api/adwords/o/v201101",InStreamAdInfo,midRollPercent
o,"https://adwords.google.com/api/adwords/o/v201101",InStreamAdInfo,postRollPercent
o,"https://adwords.google.com/api/adwords/o/v201101",InStreamAdInfoAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",IntegerAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",IntegerSetAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",KeywordAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",KeywordCategoryIdSearchParameter,categoryId
o,"https://adwords.google.com/api/adwords/o/v201101",KeywordMatchTypeSearchParameter,keywordMatchTypes
o,"https://adwords.google.com/api/adwords/o/v201101",LanguageTargetSearchParameter,languageTargets
o,"https://adwords.google.com/api/adwords/o/v201101",LongAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",LongRangeAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",MoneyAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",MonthlySearchVolume,year
o,"https://adwords.google.com/api/adwords/o/v201101",MonthlySearchVolume,month
o,"https://adwords.google.com/api/adwords/o/v201101",MonthlySearchVolume,count
o,"https://adwords.google.com/api/adwords/o/v201101",MonthlySearchVolumeAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",OpportunityIdeaTypeAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",PlacementAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",PlacementTypeAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",PlacementTypeSearchParameter,placementTypes
o,"https://adwords.google.com/api/adwords/o/v201101",Range,min
o,"https://adwords.google.com/api/adwords/o/v201101",Range,max
o,"https://adwords.google.com/api/adwords/o/v201101",RelatedToKeywordSearchParameter,keywords
o,"https://adwords.google.com/api/adwords/o/v201101",RelatedToUrlSearchParameter,urls
o,"https://adwords.google.com/api/adwords/o/v201101",RelatedToUrlSearchParameter,includeSubUrls
o,"https://adwords.google.com/api/adwords/o/v201101",SearchParameter,SearchParameter_Type
o,"https://adwords.google.com/api/adwords/o/v201101",SearchShareSearchParameter,operation
o,"https://adwords.google.com/api/adwords/o/v201101",SeedAdGroupIdSearchParameter,adGroupId
o,"https://adwords.google.com/api/adwords/o/v201101",StringAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201101",TargetingIdea,data
o,"https://adwords.google.com/api/adwords/o/v201101",TargetingIdeaPage,totalNumEntries
o,"https://adwords.google.com/api/adwords/o/v201101",TargetingIdeaPage,entries
o,"https://adwords.google.com/api/adwords/o/v201101",Type_AttributeMapEntry,key
o,"https://adwords.google.com/api/adwords/o/v201101",Type_AttributeMapEntry,value
o,"https://adwords.google.com/api/adwords/o/v201101",WebpageDescriptor,url
o,"https://adwords.google.com/api/adwords/o/v201101",WebpageDescriptor,title
o,"https://adwords.google.com/api/adwords/o/v201101",WebpageDescriptorAttribute,value
